ObservationID,ObservationDate,Telescope,Flux,FrequencyHz,SNR,DurationSec,DistanceLy,EventType
OBS001698,2015-03-12 17:00:00,HST,318.117,1383273971.6,9.966,0.3992,1103367.8,Noise
OBS001699,2015-03-12 18:00:00,JWST,350.285,1415190674.92,10.127,0.8499,1299335.46,Signal
OBS001700,2015-03-12 19:00:00,Chandra,585.159,1379478359.98,18.548,0.7897,1547274.14,Signal
OBS001701,2015-03-12 20:00:00,JWST,700.535,1400784558.56,12.713,0.6506,329704.38,Noise
OBS001702,2015-03-12 21:00:00,HST,559.212,1401057026.2,17.147,1.3716,1218721.31,Noise
OBS001703,2015-03-12 22:00:00,VLT,495.159,1446556106.73,13.508,0.8318,58257.13,Noise
OBS001704,2015-03-12 23:00:00,HST,236.578,1412608505.76,9.322,0.9627,911349.76,Signal
OBS001705,2015-03-13 00:00:00,Chandra,257.306,1388141919.71,12.669,1.0964,1726956.25,Signal
OBS001706,2015-03-13 01:00:00,Chandra,515.529,1413700979.27,15.647,0.8165,291195.48,Signal
OBS001707,2015-03-13 02:00:00,Chandra,457.032,1442763489.41,17.967,1.5773,200381.11,Signal
OBS001708,2015-03-13 03:00:00,Chandra,367.3,1367407278.19,11.338,0.5179,1110397.55,Noise
OBS001709,2015-03-13 04:00:00,JWST,507.864,1383150359.15,3.762,0.6182,1693714.58,Noise
OBS001710,2015-03-13 05:00:00,JWST,513.816,1395262048.82,3.411,0.5172,1162697.73,Noise
OBS001711,2015-03-13 06:00:00,JWST,613.33,1391658235.46,10.368,1.2688,47691.05,Signal
OBS001712,2015-03-13 07:00:00,Keck,516.392,1393344866.03,0.31,1.0406,158435.79,Noise
OBS001713,2015-03-13 08:00:00,Chandra,647.407,1373915354.69,20.976,0.6368,1048873.22,Noise
OBS001714,2015-03-13 09:00:00,VLT,500.959,1428079121.07,14.985,0.5408,410378.79,Signal
OBS001715,2015-03-13 10:00:00,VLT,486.16,1371547828.03,8.822,1.2155,1068343.15,Signal
OBS001716,2015-03-13 11:00:00,Chandra,627.717,1395995743.81,6.452,0.9085,1097997.56,Signal
OBS001717,2015-03-13 12:00:00,VLT,382.587,1420916611.84,17.141,1.2231,755121.24,Signal
OBS001718,2015-03-13 13:00:00,JWST,837.734,1399396302.86,6.432,0.782,1907377.15,Signal
OBS001719,2015-03-13 14:00:00,Keck,545.031,1380412116.66,6.909,0.9535,1295233.6,Signal
OBS001720,2015-03-13 15:00:00,Keck,545.7,1373026486.87,8.17,0.8901,1605795.44,Noise
OBS001721,2015-03-13 16:00:00,HST,563.012,1395400016.08,12.57,0.6128,1460290.88,Signal
OBS001722,2015-03-13 17:00:00,VLT,725.256,1384859408.68,15.104,0.7568,924963.22,Signal
OBS001723,2015-03-13 18:00:00,VLT,595.101,1404104621.83,17.963,0.4447,902776.37,Signal
OBS001724,2015-03-13 19:00:00,VLT,307.393,1371970977.05,17.225,0.9482,851189.98,Noise
OBS001725,2015-03-13 20:00:00,Keck,668.416,1416260714.74,12.004,1.0284,1340551.13,Signal
OBS001726,2015-03-13 21:00:00,VLT,459.092,1402310990.46,17.103,1.097,674817.41,Signal
OBS001727,2015-03-13 22:00:00,Chandra,512.859,1403796727.89,8.645,1.0,1862516.47,Signal
OBS001728,2015-03-13 23:00:00,Keck,346.49,1428821535.56,2.896,0.7615,627065.35,Noise
OBS001729,2015-03-14 00:00:00,Keck,563.144,1391244090.03,8.644,1.2656,1107237.54,Noise
OBS001730,2015-03-14 01:00:00,HST,421.835,1385483666.11,7.969,1.0677,885459.59,Noise
OBS001731,2015-03-14 02:00:00,VLT,512.02,1389044727.43,8.84,1.2166,774603.34,Noise
OBS001732,2015-03-14 03:00:00,Chandra,465.908,1396149468.61,7.203,1.2354,2086173.43,Noise
OBS001733,2015-03-14 04:00:00,VLT,731.002,1398180702.1,9.694,0.7623,780472.83,Noise
OBS001734,2015-03-14 05:00:00,Chandra,737.871,1383386045.27,15.1,0.9164,847639.41,Noise
OBS001735,2015-03-14 06:00:00,Chandra,505.582,1359538294.94,20.576,1.0324,667933.2,Signal
OBS001736,2015-03-14 07:00:00,VLT,507.677,1388781419.98,3.373,0.4553,1020520.31,Noise
OBS001737,2015-03-14 08:00:00,Keck,455.187,1407196513.33,5.561,0.4619,949346.82,Noise
OBS001738,2015-03-14 09:00:00,HST,632.721,1402725166.13,8.043,0.4102,440373.43,Noise
OBS001739,2015-03-14 10:00:00,HST,460.53,1423991089.4,15.829,0.7676,787815.07,Noise
OBS001740,2015-03-14 11:00:00,JWST,449.44,1439109730.88,10.975,0.7,1304843.27,Noise
OBS001741,2015-03-14 12:00:00,Keck,617.431,1415186675.43,8.379,0.3693,1513493.42,Noise
OBS001742,2015-03-14 13:00:00,VLT,435.404,1427650412.85,15.584,0.8448,1012000.31,Noise
OBS001743,2015-03-14 14:00:00,Keck,495.469,1415335485.85,16.782,0.7713,1029497.4,Noise
OBS001744,2015-03-14 15:00:00,HST,310.243,1434197985.12,11.906,1.1547,819502.46,Signal
OBS001745,2015-03-14 16:00:00,JWST,584.503,1437017072.69,7.919,1.4039,748779.15,Noise
OBS001746,2015-03-14 17:00:00,Chandra,732.904,1419023303.42,13.351,0.9369,540213.49,Signal
OBS001747,2015-03-14 18:00:00,Chandra,586.547,1414127602.93,10.834,0.591,221675.27,Noise
OBS001748,2015-03-14 19:00:00,JWST,675.416,1395895356.56,10.795,0.994,648776.66,Signal
OBS001749,2015-03-14 20:00:00,Chandra,398.468,1399173254.38,9.438,0.8028,1452026.43,Noise
OBS001750,2015-03-14 21:00:00,VLT,528.359,1393243253.37,16.625,0.728,787791.53,Noise
OBS001751,2015-03-14 22:00:00,Chandra,386.821,1412425032.22,13.249,0.5415,826990.66,Signal
OBS001752,2015-03-14 23:00:00,Chandra,472.668,1385593039.25,17.179,0.6607,817257.4,Noise
OBS001753,2015-03-15 00:00:00,VLT,592.665,1396177875.8,18.682,0.7467,1622353.83,Noise
OBS001754,2015-03-15 01:00:00,JWST,512.218,1352896602.3,14.295,1.0412,535808.71,Signal
OBS001755,2015-03-15 02:00:00,VLT,330.483,1434461797.9,9.468,0.9533,1138526.67,Signal
OBS001756,2015-03-15 03:00:00,JWST,342.197,1395590508.35,17.202,1.3477,965766.93,Signal
OBS001757,2015-03-15 04:00:00,JWST,334.26,1409111608.75,14.328,1.0023,1033963.41,Noise
OBS001758,2015-03-15 05:00:00,VLT,558.974,1429155733.89,25.017,0.9273,1122175.2,Signal
OBS001759,2015-03-15 06:00:00,Keck,747.667,1406005868.75,13.551,0.7081,1028582.47,Signal
OBS001760,2015-03-15 07:00:00,Keck,663.495,1428886874.04,15.488,0.4888,1396510.94,Signal
OBS001761,2015-03-15 08:00:00,JWST,272.482,1375165243.76,13.452,0.629,985371.34,Noise
OBS001762,2015-03-15 09:00:00,Keck,670.529,1447947531.79,11.505,0.59,1872188.2,Signal
OBS001763,2015-03-15 10:00:00,HST,612.368,1421742203.97,10.706,0.0317,1022239.97,Noise
OBS001764,2015-03-15 11:00:00,VLT,314.564,1404184049.85,13.471,0.4974,148266.56,Signal
OBS001765,2015-03-15 12:00:00,Keck,463.616,1428501586.65,14.606,1.2807,1319155.18,Noise
OBS001766,2015-03-15 13:00:00,Chandra,631.463,1376627302.28,17.772,0.9106,1196048.4,Noise
OBS001767,2015-03-15 14:00:00,Keck,566.052,1394227702.42,13.544,0.687,1016272.52,Noise
OBS001768,2015-03-15 15:00:00,Keck,342.909,1428885007.93,9.686,0.9195,870214.34,Signal
OBS001769,2015-03-15 16:00:00,HST,573.289,1362658796.38,10.366,0.214,57309.53,Noise
OBS001770,2015-03-15 17:00:00,HST,243.5,1411209155.5,5.385,0.8846,26577.97,Noise
OBS001771,2015-03-15 18:00:00,JWST,473.261,1410643523.2,20.306,1.1832,1823759.61,Signal
OBS001772,2015-03-15 19:00:00,JWST,636.555,1439384516.34,9.294,0.7637,707248.7,Signal
OBS001773,2015-03-15 20:00:00,JWST,502.207,1368340891.61,16.837,0.2684,1482810.21,Signal
OBS001774,2015-03-15 21:00:00,JWST,440.127,1432192621.14,13.383,0.6758,198483.36,Noise
OBS001775,2015-03-15 22:00:00,VLT,606.722,1388810585.14,13.519,1.1838,476570.85,Signal
OBS001776,2015-03-15 23:00:00,HST,616.97,1391059810.8,11.413,0.8776,1339320.47,Noise
OBS001777,2015-03-16 00:00:00,JWST,657.205,1375559912.26,8.061,0.3745,948749.48,Noise
OBS001778,2015-03-16 01:00:00,HST,604.921,1378242959.25,7.157,1.5103,1268833.59,Noise
OBS001779,2015-03-16 02:00:00,JWST,629.765,1408070446.95,20.642,0.4239,993183.72,Noise
OBS001780,2015-03-16 03:00:00,VLT,587.949,1377753361.7,12.57,0.7271,896164.02,Noise
OBS001781,2015-03-16 04:00:00,HST,531.863,1414805686.67,17.626,0.4888,659978.09,Signal
OBS001782,2015-03-16 05:00:00,JWST,510.741,1386740679.06,18.925,0.4892,402998.67,Signal
OBS001783,2015-03-16 06:00:00,HST,471.529,1375739323.88,9.946,0.6644,1701350.64,Noise
OBS001784,2015-03-16 07:00:00,Chandra,354.516,1389443817.07,14.118,0.9908,1783654.55,Signal
OBS001785,2015-03-16 08:00:00,VLT,385.363,1406734143.84,12.225,1.1872,480648.52,Noise
OBS001786,2015-03-16 09:00:00,JWST,466.158,1394452934.76,6.214,0.6841,447960.45,Signal
OBS001787,2015-03-16 10:00:00,HST,528.974,1400684202.37,11.073,0.497,826113.43,Signal
OBS001788,2015-03-16 11:00:00,HST,672.898,1413924149.24,14.938,0.9436,1170217.51,Noise
OBS001789,2015-03-16 12:00:00,Keck,494.984,1421648429.03,9.505,0.9524,909090.9,Noise
OBS001790,2015-03-16 13:00:00,VLT,620.417,1393798093.83,10.376,0.8721,1249760.03,Noise
OBS001791,2015-03-16 14:00:00,Keck,629.518,1379115559.69,11.133,0.8827,975375.53,Signal
OBS001792,2015-03-16 15:00:00,Chandra,472.226,1401521889.58,22.558,0.7662,942684.43,Signal
OBS001793,2015-03-16 16:00:00,JWST,571.363,1409412991.72,2.83,0.8294,2206539.37,Noise
OBS001794,2015-03-16 17:00:00,JWST,470.777,1370785493.88,14.508,0.7455,737398.37,Noise
OBS001795,2015-03-16 18:00:00,Keck,658.656,1382187834.06,10.733,1.1211,1819973.45,Signal
OBS001796,2015-03-16 19:00:00,JWST,576.301,1385616262.08,8.797,1.4685,1723431.53,Noise
OBS001797,2015-03-16 20:00:00,Chandra,357.142,1395843556.23,10.611,0.8539,1252046.75,Signal
OBS001798,2015-03-16 21:00:00,HST,519.383,1384779321.93,15.337,0.798,36934.08,Noise
OBS001799,2015-03-16 22:00:00,Keck,697.773,1414140814.5,15.623,0.8768,1015528.75,Signal
OBS001800,2015-03-16 23:00:00,Keck,478.252,1367897335.97,12.93,0.6026,742652.62,Noise
OBS001801,2015-03-17 00:00:00,HST,553.726,1368405626.06,17.464,1.0295,1010045.35,Signal
OBS001802,2015-03-17 01:00:00,Keck,565.505,1393322223.77,18.344,0.9324,468516.6,Noise
OBS001803,2015-03-17 02:00:00,Keck,375.605,1396486943.92,16.082,0.6739,1378128.97,Noise
OBS001804,2015-03-17 03:00:00,JWST,561.285,1370907122.54,9.269,1.0706,1492492.51,Signal
OBS001805,2015-03-17 04:00:00,HST,332.74,1387865023.15,14.472,0.8057,1585012.15,Signal
OBS001806,2015-03-17 05:00:00,HST,424.925,1391979123.65,14.496,0.509,808910.64,Noise
OBS001807,2015-03-17 06:00:00,HST,629.087,1392134041.06,7.922,0.9055,470287.45,Noise
OBS001808,2015-03-17 07:00:00,Keck,542.811,1403037629.67,4.153,0.8711,1175840.71,Noise
OBS001809,2015-03-17 08:00:00,HST,463.463,1386768422.31,1.886,1.0881,1878037.16,Noise
OBS001810,2015-03-17 09:00:00,Chandra,553.575,1429556726.0,12.349,1.0495,1034694.82,Signal
OBS001811,2015-03-17 10:00:00,JWST,492.789,1409764092.79,13.49,0.7672,1226148.54,Noise
OBS001812,2015-03-17 11:00:00,VLT,501.509,1383857729.59,6.091,0.6584,882538.28,Signal
OBS001813,2015-03-17 12:00:00,VLT,578.818,1401890229.87,17.23,0.8005,748264.9,Signal
OBS001814,2015-03-17 13:00:00,Keck,412.716,1402480306.37,12.761,0.909,1329137.97,Noise
OBS001815,2015-03-17 14:00:00,Chandra,504.84,1424294429.49,18.747,0.9451,946966.62,Noise
OBS001816,2015-03-17 15:00:00,HST,462.528,1387992351.42,13.853,0.8904,1201761.46,Signal
OBS001817,2015-03-17 16:00:00,JWST,309.728,1415346773.95,6.668,0.7728,1253753.43,Signal
OBS001818,2015-03-17 17:00:00,JWST,389.545,1400837089.52,14.291,1.099,1173758.42,Noise
OBS001819,2015-03-17 18:00:00,HST,688.185,1429831330.33,15.351,0.5977,1278927.66,Signal
OBS001820,2015-03-17 19:00:00,JWST,546.167,1425817829.05,9.262,1.5438,573497.13,Noise
OBS001821,2015-03-17 20:00:00,JWST,341.169,1403939586.09,4.79,1.0289,542985.32,Noise
OBS001822,2015-03-17 21:00:00,VLT,315.157,1394754347.58,12.501,0.4618,978689.2,Signal
OBS001823,2015-03-17 22:00:00,JWST,486.54,1410132118.19,6.996,0.8556,990719.34,Noise
OBS001824,2015-03-17 23:00:00,Chandra,687.342,1396390999.46,17.604,1.0318,738838.59,Noise
OBS001825,2015-03-18 00:00:00,VLT,477.589,1433606142.12,9.964,0.6952,1120500.15,Noise
OBS001826,2015-03-18 01:00:00,Chandra,656.84,1401569401.56,20.623,0.3515,1454108.72,Signal
OBS001827,2015-03-18 02:00:00,HST,542.232,1391887147.35,1.379,0.4883,1593755.94,Signal
OBS001828,2015-03-18 03:00:00,Chandra,556.55,1390807698.28,12.674,0.9626,1706130.94,Signal
OBS001829,2015-03-18 04:00:00,VLT,339.714,1375739288.3,19.147,0.2736,342599.17,Noise
OBS001830,2015-03-18 05:00:00,Chandra,612.503,1411131182.56,7.548,0.3652,418500.71,Noise
OBS001831,2015-03-18 06:00:00,JWST,459.808,1383599775.95,11.204,0.9611,855177.3,Noise
OBS001832,2015-03-18 07:00:00,Chandra,603.571,1421962965.04,9.985,0.7332,1040143.27,Noise
OBS001833,2015-03-18 08:00:00,Keck,402.3,1374141298.92,8.581,0.5913,880791.0,Noise
OBS001834,2015-03-18 09:00:00,HST,521.246,1402544828.98,13.223,0.6516,723680.33,Noise
OBS001835,2015-03-18 10:00:00,Keck,542.24,1423004475.17,5.523,0.3588,847790.88,Signal
OBS001836,2015-03-18 11:00:00,HST,481.516,1356955058.71,11.445,0.9453,1241656.91,Noise
OBS001837,2015-03-18 12:00:00,Chandra,548.545,1440365310.88,14.58,0.558,335188.78,Noise
OBS001838,2015-03-18 13:00:00,JWST,468.032,1391494296.06,10.925,0.6393,2171678.59,Noise
OBS001839,2015-03-18 14:00:00,JWST,422.113,1402821907.64,6.999,0.904,1010496.77,Noise
OBS001840,2015-03-18 15:00:00,Keck,692.658,1411428984.51,17.151,0.723,1525423.7,Signal
OBS001841,2015-03-18 16:00:00,Keck,625.874,1414522581.12,15.651,0.5886,709997.55,Noise
OBS001842,2015-03-18 17:00:00,HST,408.696,1405477678.77,6.794,0.2032,1287174.8,Noise
OBS001843,2015-03-18 18:00:00,Chandra,568.213,1419947691.67,5.529,0.9102,1050045.54,Noise
OBS001844,2015-03-18 19:00:00,Chandra,410.879,1410381414.26,7.24,0.8237,1428404.2,Noise
OBS001845,2015-03-18 20:00:00,VLT,357.838,1435217622.8,14.726,0.6448,900676.54,Noise
OBS001846,2015-03-18 21:00:00,VLT,624.057,1410446550.86,13.378,0.4888,1775781.78,Noise
OBS001847,2015-03-18 22:00:00,Keck,295.508,1439292710.4,15.95,0.8038,253972.08,Noise
OBS001848,2015-03-18 23:00:00,Keck,611.223,1418021576.8,10.369,0.9441,1474686.92,Signal
OBS001849,2015-03-19 00:00:00,Keck,469.673,1363884997.48,7.376,0.8293,1059359.88,Noise
OBS001850,2015-03-19 01:00:00,HST,474.614,1452222053.57,16.594,1.2914,490836.65,Noise
OBS001851,2015-03-19 02:00:00,HST,549.17,1388513117.83,9.233,1.0114,1976032.94,Noise
OBS001852,2015-03-19 03:00:00,JWST,569.744,1429910880.3,12.933,0.7678,1924348.86,Noise
OBS001853,2015-03-19 04:00:00,Keck,400.839,1400535868.86,4.25,1.0215,36935.37,Signal
OBS001854,2015-03-19 05:00:00,HST,586.127,1421221805.15,9.151,0.8146,1088392.19,Noise
OBS001855,2015-03-19 06:00:00,HST,513.604,1386230421.78,17.047,0.8136,1352831.28,Signal
OBS001856,2015-03-19 07:00:00,Chandra,349.273,1412514890.86,8.419,1.1889,1220852.4,Noise
OBS001857,2015-03-19 08:00:00,JWST,479.615,1394936189.09,16.073,0.5306,1757764.8,Signal
OBS001858,2015-03-19 09:00:00,Keck,665.753,1431580062.23,0.345,0.807,1653816.35,Noise
OBS001859,2015-03-19 10:00:00,Keck,701.191,1408773363.35,9.203,1.1569,1132593.68,Signal
OBS001860,2015-03-19 11:00:00,VLT,586.082,1418718852.83,11.143,0.8927,2138551.81,Signal
OBS001861,2015-03-19 12:00:00,VLT,357.159,1356718462.57,20.713,0.6893,1468423.26,Signal
OBS001862,2015-03-19 13:00:00,JWST,558.873,1398288546.4,6.155,0.2882,824292.75,Noise
OBS001863,2015-03-19 14:00:00,Chandra,602.103,1408211032.7,15.355,0.1189,723826.2,Signal
OBS001864,2015-03-19 15:00:00,JWST,587.085,1404472298.13,17.285,1.4229,1621670.75,Signal
OBS001865,2015-03-19 16:00:00,Chandra,594.195,1419223144.27,8.393,0.8926,603522.89,Signal
OBS001866,2015-03-19 17:00:00,Keck,543.592,1392681915.1,10.132,0.6248,795130.86,Signal
OBS001867,2015-03-19 18:00:00,HST,491.311,1400975742.1,12.708,0.9048,880214.05,Signal
OBS001868,2015-03-19 19:00:00,VLT,426.996,1423624535.29,4.593,0.5157,1177826.7,Noise
OBS001869,2015-03-19 20:00:00,HST,272.248,1354426219.93,9.724,0.7006,903270.82,Noise
OBS001870,2015-03-19 21:00:00,VLT,540.757,1411787010.03,18.381,0.5177,341514.55,Signal
OBS001871,2015-03-19 22:00:00,HST,522.326,1393322303.48,14.613,0.376,1581039.87,Noise
OBS001872,2015-03-19 23:00:00,JWST,566.909,1381753637.51,11.216,0.1685,797800.68,Signal
OBS001873,2015-03-20 00:00:00,VLT,339.495,1406730884.49,12.565,0.3207,2009967.63,Noise
OBS001874,2015-03-20 01:00:00,Chandra,577.402,1424549025.94,14.905,1.1064,1151995.0,Noise
OBS001875,2015-03-20 02:00:00,Keck,746.545,1420782876.63,15.862,0.5039,1633603.74,Signal
OBS001876,2015-03-20 03:00:00,HST,509.414,1397297739.38,9.218,0.9605,1315430.76,Signal
OBS001877,2015-03-20 04:00:00,JWST,492.6,1417514819.28,19.674,1.087,1657528.14,Noise
OBS001878,2015-03-20 05:00:00,Chandra,537.08,1417361357.97,18.582,0.805,1285169.5,Signal
OBS001879,2015-03-20 06:00:00,VLT,743.88,1398252574.59,15.386,0.7104,1117584.42,Signal
OBS001880,2015-03-20 07:00:00,HST,377.162,1386138388.96,7.785,0.8399,1546617.05,Noise
OBS001881,2015-03-20 08:00:00,JWST,524.385,1387295319.38,6.899,0.675,2242986.06,Noise
OBS001882,2015-03-20 09:00:00,JWST,404.041,1416757066.98,10.367,1.1612,865101.53,Signal
OBS001883,2015-03-20 10:00:00,HST,434.359,1399157063.73,12.304,1.363,1397463.49,Noise
OBS001884,2015-03-20 11:00:00,Chandra,494.049,1379076355.61,3.158,1.2349,997377.54,Signal
OBS001885,2015-03-20 12:00:00,VLT,661.679,1366302743.29,14.473,0.1545,1253029.51,Signal
OBS001886,2015-03-20 13:00:00,HST,716.119,1416636629.04,18.437,0.6689,1021079.28,Noise
OBS001887,2015-03-20 14:00:00,VLT,553.777,1389064431.55,14.882,0.8012,78871.44,Noise
OBS001888,2015-03-20 15:00:00,Keck,454.809,1406607755.11,8.62,0.9389,899906.64,Noise
OBS001889,2015-03-20 16:00:00,HST,799.129,1424794138.14,8.028,0.2818,1499777.54,Noise
OBS001890,2015-03-20 17:00:00,Keck,448.693,1373821510.46,13.499,0.277,617396.69,Noise
OBS001891,2015-03-20 18:00:00,HST,431.464,1399097252.39,11.233,1.192,1460473.22,Noise
OBS001892,2015-03-20 19:00:00,JWST,287.007,1396586117.08,14.215,0.6323,1091804.58,Noise
OBS001893,2015-03-20 20:00:00,Chandra,667.531,1407594857.51,15.009,0.3538,904254.73,Signal
OBS001894,2015-03-20 21:00:00,VLT,616.189,1424783199.97,17.459,0.4689,1452907.69,Noise
OBS001895,2015-03-20 22:00:00,HST,790.137,1373410963.71,6.339,0.9171,1340515.77,Signal
OBS001896,2015-03-20 23:00:00,Chandra,333.257,1411395958.97,13.108,0.5532,1210273.54,Noise
OBS001897,2015-03-21 00:00:00,Keck,674.98,1420630475.5,10.183,0.8725,1507950.1,Signal
OBS001898,2015-03-21 01:00:00,Chandra,508.416,1396272458.72,11.507,0.5064,1101549.16,Noise
OBS001899,2015-03-21 02:00:00,VLT,596.732,1397251060.14,16.322,0.2767,177666.98,Noise
OBS001900,2015-03-21 03:00:00,JWST,302.267,1408368987.38,16.866,1.2273,810939.56,Noise
OBS001901,2015-03-21 04:00:00,Keck,676.17,1406896341.56,18.992,0.9195,97798.79,Signal
OBS001902,2015-03-21 05:00:00,Keck,594.382,1411647052.15,14.128,0.6999,1328682.41,Signal
OBS001903,2015-03-21 06:00:00,VLT,495.331,1411225610.53,11.45,0.6436,1448099.92,Noise
OBS001904,2015-03-21 07:00:00,JWST,577.414,1380360553.89,10.736,1.2395,1470851.12,Noise
OBS001905,2015-03-21 08:00:00,JWST,408.141,1419805329.95,3.326,0.9775,1244547.35,Noise
OBS001906,2015-03-21 09:00:00,JWST,430.467,1423335663.24,18.699,1.144,1483962.56,Signal
OBS001907,2015-03-21 10:00:00,JWST,444.387,1403721657.87,10.391,0.6249,211698.33,Signal
OBS001908,2015-03-21 11:00:00,HST,277.673,1370116893.87,14.529,0.8152,946216.54,Noise
OBS001909,2015-03-21 12:00:00,HST,603.411,1397705085.88,15.395,0.9207,292542.01,Signal
OBS001910,2015-03-21 13:00:00,Chandra,642.991,1403888117.54,5.773,0.635,820835.19,Noise
OBS001911,2015-03-21 14:00:00,HST,415.839,1377107995.24,7.383,0.7713,1808125.87,Noise
OBS001912,2015-03-21 15:00:00,Chandra,541.784,1392797238.73,19.735,0.6249,1546618.59,Signal
OBS001913,2015-03-21 16:00:00,HST,468.135,1371812612.25,13.452,0.9197,1331142.7,Signal
OBS001914,2015-03-21 17:00:00,VLT,539.393,1412145844.5,9.097,0.4036,909189.89,Signal
OBS001915,2015-03-21 18:00:00,JWST,424.691,1403319106.3,11.368,0.9716,503202.61,Noise
OBS001916,2015-03-21 19:00:00,Keck,393.989,1367084336.7,17.431,0.8932,1093513.84,Signal
OBS001917,2015-03-21 20:00:00,JWST,626.249,1407029297.23,16.672,0.739,1555337.92,Signal
OBS001918,2015-03-21 21:00:00,Keck,492.336,1398869821.05,4.67,0.9349,1204935.74,Noise
OBS001919,2015-03-21 22:00:00,Keck,742.653,1410328285.66,20.171,0.6905,207154.61,Signal
OBS001920,2015-03-21 23:00:00,Keck,505.557,1392169351.32,16.831,0.599,1052305.45,Noise
OBS001921,2015-03-22 00:00:00,JWST,388.871,1383970411.99,11.238,0.9631,43335.9,Noise
OBS001922,2015-03-22 01:00:00,Keck,647.233,1384583107.47,6.041,0.9761,1402091.92,Signal
OBS001923,2015-03-22 02:00:00,Chandra,575.696,1389236595.67,17.27,0.6478,653496.13,Signal
OBS001924,2015-03-22 03:00:00,Keck,587.225,1400376501.93,14.382,0.6221,388439.3,Noise
OBS001925,2015-03-22 04:00:00,JWST,642.872,1402959169.31,4.711,0.7451,1408965.33,Signal
OBS001926,2015-03-22 05:00:00,HST,421.664,1396185602.44,10.84,0.6344,1279688.92,Noise
OBS001927,2015-03-22 06:00:00,JWST,484.73,1391533609.02,27.631,1.2575,1116199.48,Noise
OBS001928,2015-03-22 07:00:00,HST,479.426,1392971934.64,12.083,0.8949,2095853.97,Noise
OBS001929,2015-03-22 08:00:00,HST,345.11,1450154495.71,8.29,0.8044,1317499.92,Noise
OBS001930,2015-03-22 09:00:00,Chandra,468.369,1384585496.97,6.958,0.5202,677521.54,Noise
OBS001931,2015-03-22 10:00:00,HST,660.366,1388840559.83,20.86,1.0217,1259601.93,Signal
OBS001932,2015-03-22 11:00:00,Keck,528.481,1465877082.17,16.239,0.6165,856961.33,Signal
OBS001933,2015-03-22 12:00:00,Chandra,338.473,1408420266.05,19.037,0.6042,1633379.41,Signal
OBS001934,2015-03-22 13:00:00,Chandra,313.299,1372400386.68,13.241,1.0318,1140488.6,Noise
OBS001935,2015-03-22 14:00:00,HST,699.773,1416853744.08,18.27,0.9162,1189961.64,Signal
OBS001936,2015-03-22 15:00:00,HST,489.162,1381799222.22,7.758,0.049,278815.79,Noise
OBS001937,2015-03-22 16:00:00,JWST,422.311,1418181230.16,12.813,0.7527,1030675.81,Signal
OBS001938,2015-03-22 17:00:00,Keck,467.121,1395780754.41,13.435,0.8377,971867.07,Signal
OBS001939,2015-03-22 18:00:00,Chandra,322.723,1391204083.01,18.912,0.6981,487893.27,Signal
OBS001940,2015-03-22 19:00:00,JWST,670.771,1432183299.38,13.594,0.8481,889249.26,Noise
OBS001941,2015-03-22 20:00:00,HST,452.834,1411328027.05,8.872,0.2571,1217876.22,Signal
OBS001942,2015-03-22 21:00:00,JWST,664.088,1419459788.75,12.32,0.0493,997825.2,Noise
OBS001943,2015-03-22 22:00:00,Chandra,506.198,1408698393.59,3.618,0.5074,293950.15,Signal
OBS001944,2015-03-22 23:00:00,HST,671.544,1391111109.52,0.395,0.8847,863391.58,Signal
OBS001945,2015-03-23 00:00:00,JWST,530.803,1412227088.41,16.157,0.1675,765987.61,Noise
OBS001946,2015-03-23 01:00:00,HST,602.388,1424184307.85,10.126,0.5469,1096756.76,Noise
OBS001947,2015-03-23 02:00:00,HST,586.291,1402694760.87,10.693,0.2232,1042766.28,Signal
OBS001948,2015-03-23 03:00:00,Chandra,574.795,1436032852.09,16.155,0.7272,794193.47,Signal
OBS001949,2015-03-23 04:00:00,HST,541.752,1417009744.06,18.985,1.3874,774668.28,Noise
OBS001950,2015-03-23 05:00:00,JWST,472.058,1404239651.0,14.672,0.7348,1033611.29,Noise
OBS001951,2015-03-23 06:00:00,Chandra,729.852,1405029730.62,21.64,0.7677,1481488.38,Signal
OBS001952,2015-03-23 07:00:00,VLT,391.168,1402744742.58,14.513,1.0518,1139320.26,Signal
OBS001953,2015-03-23 08:00:00,HST,500.517,1374975224.29,13.511,0.8064,1711534.66,Signal
OBS001954,2015-03-23 09:00:00,Keck,501.786,1398198556.08,13.202,0.7355,1566595.49,Noise
OBS001955,2015-03-23 10:00:00,Chandra,548.293,1404423729.71,5.573,1.078,1748341.25,Noise
OBS001956,2015-03-23 11:00:00,Keck,448.463,1391678297.57,16.78,0.9416,1684313.83,Signal
OBS001957,2015-03-23 12:00:00,Keck,537.77,1406753540.37,0.227,0.8866,1781474.76,Signal
OBS001958,2015-03-23 13:00:00,Keck,479.739,1400426149.81,9.069,0.7584,423428.59,Signal
OBS001959,2015-03-23 14:00:00,VLT,310.166,1415473837.82,12.115,0.6962,1323713.14,Noise
OBS001960,2015-03-23 15:00:00,HST,501.146,1413262247.62,8.051,1.0752,1609160.28,Noise
OBS001961,2015-03-23 16:00:00,Chandra,367.932,1403343065.75,9.741,0.6991,1699513.66,Noise
OBS001962,2015-03-23 17:00:00,Chandra,291.874,1372655742.17,21.197,1.1694,614640.59,Noise
OBS001963,2015-03-23 18:00:00,HST,516.425,1435814454.77,17.52,0.4859,1328690.26,Signal
